,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
91,"Data, call medics!",PICARD,1.0,102.txt,"['Data', 'call', 'medics']","['Data', 'call', 'medic']","['Data', 'call', 'medic']",3.0,0.0
92,He's frozen.,TROI,1.0,102.txt,"['Hes', 'frozen']","['He', 'frozen']","['He', 'frozen']",2.0,0.0
93,Can you feel the cold?,TROI,1.0,102.txt,"['Can', 'feel', 'cold']","['Can', 'feel', 'cold']","['Can', 'feel', 'cold']",3.0,0.0
94,"Picard grabs up Conn's phaser from the deck (reversing it, wisely), stands and puts it under ""Q's"" nose.",TROI,1.0,102.txt,"['Picard', 'grabs', 'Conns', 'phaser', 'deck', 'reversing', 'wisely', 'stands', 'puts', 'Qs', 'nose']","['Picard', 'grab', 'Conn', 'phaser', 'deck', 'revers', 'wise', 'stand', 'put', 'Qs', 'nose']","['Picard', 'grab', 'Conn', 'phaser', 'deck', 'revers', 'wise', 'stand', 'put', 'Qs', 'nose']",11.0,0.4767
95,He would not have injured you!,PICARD,1.0,102.txt,"['He', 'would', 'injured']","['He', 'would', 'injur']","['He', 'would', 'injur']",3.0,0.0
96,(indicates phaser) Do you understand this; the stun setting?,PICARD,1.0,102.txt,"['indicates', 'phaser', 'Do', 'understand', 'stun', 'setting']","['indic', 'phaser', 'Do', 'understand', 'stun', 'set']","['indic', 'phaser', 'Do', 'understand', 'stun', 'set']",6.0,0.0
97,"Knowing humans as you do, Captain, would you want to be captured helpless by them?",PICARD,1.0,102.txt,"['Knowing', 'humans', 'Captain', 'would', 'want', 'captured', 'helpless']","['Know', 'human', 'Captain', 'would', 'want', 'captur', 'helpless']","['Know', 'human', 'Captain', 'would', 'want', 'captur', 'helpless']",7.0,-0.4019
98,"(moves closer) Now, go back or you will certainly die!",PICARD,1.0,102.txt,"['moves', 'closer', 'Now', 'go', 'back', 'certainly', 'die']","['move', 'closer', 'Now', 'go', 'back', 'certainli', 'die']","['move', 'closer', 'Now', 'go', 'back', 'certainli', 'die']",7.0,-0.5994
99,,FADE OUT: PART ONE FADE IN:15 EXT.,1.0,102.txt,[],[],[],0.0,0.0
100,,FADE OUT: PART ONE FADE IN:15 EXT.,1.0,102.txt,[],[],[],0.0,0.0
101,"Appropriate with spaceship hanging motionless, still facing the mysterious that stretches in front of it from galaxy horizon to horizon ",ENTERPRISE AND GRID (OPTICAL) THEME MUSIC SHIMMERING GRID INTO.,1.0,102.txt,"['Appropriate', 'spaceship', 'hanging', 'motionless', 'still', 'facing', 'mysterious', 'stretches', 'front', 'galaxy', 'horizon', 'horizon']","['Appropri', 'spaceship', 'hang', 'motionless', 'still', 'face', 'mysteri', 'stretch', 'front', 'galaxi', 'horizon', 'horizon']","['Appropri', 'spaceship', 'hang', 'motionless', 'still', 'face', 'mysteri', 'stretch', 'front', 'galaxi', 'horizon', 'horizon']",12.0,0.0
102,In the b.g.,BRIDGE EMPHASIZING CONN'S FORM,1.0,102.txt,"['In', 'bg']","['In', 'bg']","['In', 'bg']",2.0,0.0
103,"on a floating stretcher Conn is being taken to the turbolift, advanced medical emergency aids are attached to his body.",BRIDGE EMPHASIZING CONN'S FORM,1.0,102.txt,"['floating', 'stretcher', 'Conn', 'taken', 'turbolift', 'advanced', 'medical', 'emergency', 'aids', 'attached', 'body']","['float', 'stretcher', 'Conn', 'taken', 'turbolift', 'advanc', 'medic', 'emerg', 'aid', 'attach', 'bodi']","['float', 'stretcher', 'Conn', 'taken', 'turbolift', 'advanc', 'medic', 'emerg', 'aid', 'attach', 'bodi']",11.0,0.0
104,Is he still alive?,PICARD,1.0,102.txt,"['Is', 'still', 'alive']","['Is', 'still', 'aliv']","['Is', 'still', 'aliv']",3.0,0.0
105,For now.,MEDIC,1.0,102.txt,['For'],['For'],['For'],1.0,0.0
106,"We'll do our best, sir Ignoring the previous, intent instead on inspecting his Elizabethan costume as Picard comes up to him.",MEDIC,1.0,102.txt,"['Well', 'best', 'sir', 'Ignoring', 'previous', 'intent', 'instead', 'inspecting', 'Elizabethan', 'costume', 'Picard', 'comes']","['Well', 'best', 'sir', 'Ignor', 'previou', 'intent', 'instead', 'inspect', 'Elizabethan', 'costum', 'Picard', 'come']","['Well', 'best', 'sir', 'Ignor', 'previou', 'intent', 'instead', 'inspect', 'Elizabethan', 'costum', 'Picard', 'come']",12.0,0.743
107,"Your little centuries go by so rapidly, Captain.",MEDIC,1.0,102.txt,"['Your', 'little', 'centuries', 'go', 'rapidly', 'Captain']","['Your', 'littl', 'centuri', 'go', 'rapidli', 'Captain']","['Your', 'littl', 'centuri', 'go', 'rapidli', 'Captain']",6.0,0.0
108,Perhaps you'll understand this better.,MEDIC,1.0,102.txt,"['Perhaps', 'youll', 'understand', 'better']","['Perhap', 'youll', 'understand', 'better']","['Perhap', 'youll', 'understand', 'better']",4.0,0.4404
109,The Visitor moves his hand slightly.,MEDIC,1.0,102.txt,"['The', 'Visitor', 'moves', 'hand', 'slightly']","['The', 'Visitor', 'move', 'hand', 'slightli']","['The', 'Visitor', 'move', 'hand', 'slightli']",5.0,0.4939
110,We hear the same,MEDIC,1.0,102.txt,"['We', 'hear']","['We', 'hear']","['We', 'hear']",2.0,0.0
111,"Another and his body remains the same humanoid face and figure as with the Elizabethan dress, but now the green officer's uniform of the",MEDIC,1.0,102.txt,"['Another', 'body', 'remains', 'humanoid', 'face', 'figure', 'Elizabethan', 'dress', 'green', 'officers', 'uniform']","['Anoth', 'bodi', 'remain', 'humanoid', 'face', 'figur', 'Elizabethan', 'dress', 'green', 'offic', 'uniform']","['Anoth', 'bodi', 'remain', 'humanoid', 'face', 'figur', 'Elizabethan', 'dress', 'green', 'offic', 'uniform']",11.0,0.0
112,Marine Corps.,MEDIC,1.0,102.txt,"['Marine', 'Corps']","['Marin', 'Corp']","['Marin', 'Corp']",2.0,0.0
113,Over his jacket pocket three rows of medals and his narrow garrison cap shows the bars of a Captain.,MEDIC,1.0,102.txt,"['Over', 'jacket', 'pocket', 'three', 'rows', 'medals', 'narrow', 'garrison', 'cap', 'shows', 'bars', 'Captain']","['Over', 'jacket', 'pocket', 'three', 'row', 'medal', 'narrow', 'garrison', 'cap', 'show', 'bar', 'Captain']","['Over', 'jacket', 'pocket', 'three', 'row', 'medal', 'narrow', 'garrison', 'cap', 'show', 'bar', 'Captain']",12.0,0.4767
114,"Actually, the issue at stake is patriotism.",MEDIC,1.0,102.txt,"['Actually', 'issue', 'stake', 'patriotism']","['Actual', 'issu', 'stake', 'patriot']","['Actual', 'issu', 'stake', 'patriot']",4.0,0.0
115,You must return to your world and put an end to the communists.,MEDIC,1.0,102.txt,"['You', 'must', 'return', 'world', 'put', 'end', 'communists']","['You', 'must', 'return', 'world', 'put', 'end', 'communist']","['You', 'must', 'return', 'world', 'put', 'end', 'communist']",7.0,0.0
116,All it takes is a few good men.,MEDIC,1.0,102.txt,"['All', 'takes', 'good', 'men']","['All', 'take', 'good', 'men']","['All', 'take', 'good', 'men']",4.0,0.4404
117,What?,PICARD,1.0,102.txt,['What'],['What'],['What'],1.0,0.0
118,"That nonsense is centuries behind us But you can't deny Captain, that you're still a dangerous, savage childrace.",PICARD,1.0,102.txt,"['That', 'nonsense', 'centuries', 'behind', 'us', 'But', 'cant', 'deny', 'Captain', 'youre', 'still', 'dangerous', 'savage', 'childrace']","['That', 'nonsens', 'centuri', 'behind', 'us', 'But', 'cant', 'deni', 'Captain', 'your', 'still', 'danger', 'savag', 'childrac']","['That', 'nonsens', 'centuri', 'behind', 'u', 'But', 'cant', 'deni', 'Captain', 'your', 'still', 'danger', 'savag', 'childrac']",14.0,-0.5267
119,Most certainly deny it.,PICARD,1.0,102.txt,"['Most', 'certainly', 'deny']","['Most', 'certainli', 'deni']","['Most', 'certainli', 'deni']",3.0,0.0
120,agree that we still were when ...,,1.0,102.txt,"['agree', 'still']","['agre', 'still']","['agre', 'still']",2.0,0.0
121,(indicating) ...,,1.0,102.txt,['indicating'],['indic'],['indic'],1.0,0.0
122,humans wore costumes like that four hundred years ago...,,1.0,102.txt,"['humans', 'wore', 'costumes', 'like', 'four', 'hundred', 'years', 'ago']","['human', 'wore', 'costum', 'like', 'four', 'hundr', 'year', 'ago']","['human', 'wore', 'costum', 'like', 'four', 'hundr', 'year', 'ago']",8.0,0.3612
123,At which time you slaughtered millions in silly arguments about how to divide the resources of your little world.,,1.0,102.txt,"['At', 'time', 'slaughtered', 'millions', 'silly', 'arguments', 'divide', 'resources', 'little', 'world']","['At', 'time', 'slaughter', 'million', 'silli', 'argument', 'divid', 'resourc', 'littl', 'world']","['At', 'time', 'slaughter', 'million', 'silli', 'argument', 'divid', 'resourc', 'littl', 'world']",10.0,-0.3612
124,And four hundred years before that you were murdering each other in quarrels over tribal godimages.,,1.0,102.txt,"['And', 'four', 'hundred', 'years', 'murdering', 'quarrels', 'tribal', 'godimages']","['And', 'four', 'hundr', 'year', 'murder', 'quarrel', 'tribal', 'godimag']","['And', 'four', 'hundr', 'year', 'murder', 'quarrel', 'tribal', 'godimag']",8.0,-0.6908
125,And since there have been no indications that humans will ever change .....,,1.0,102.txt,"['And', 'since', 'indications', 'humans', 'ever', 'change']","['And', 'sinc', 'indic', 'human', 'ever', 'chang']","['And', 'sinc', 'indic', 'human', 'ever', 'chang']",6.0,0.0
126,But even as far back as...,PICARD,1.0,102.txt,"['But', 'even', 'far', 'back']","['But', 'even', 'far', 'back']","['But', 'even', 'far', 'back']",4.0,0.0
127,!,PICARD,1.0,102.txt,[],[],[],0.0,0.0
128,(indicates) ...,PICARD,1.0,102.txt,['indicates'],['indic'],['indic'],1.0,0.0
129,"that costume, we had begun to make rapid progress.",PICARD,1.0,102.txt,"['costume', 'begun', 'make', 'rapid', 'progress']","['costum', 'begun', 'make', 'rapid', 'progress']","['costum', 'begun', 'make', 'rapid', 'progress']",5.0,0.4215
130,Oh?,PICARD,1.0,102.txt,['Oh'],['Oh'],['Oh'],1.0,0.0
131,"Shall we review your ""rapid progress"" The visitor moves a hand again to create and the producing the same human image but this time unshaven and with an t",PICARD,1.0,102.txt,"['Shall', 'review', 'rapid', 'progress', 'The', 'visitor', 'moves', 'hand', 'create', 'producing', 'human', 'image', 'time', 'unshaven']","['Shall', 'review', 'rapid', 'progress', 'The', 'visitor', 'move', 'hand', 'creat', 'produc', 'human', 'imag', 'time', 'unshaven']","['Shall', 'review', 'rapid', 'progress', 'The', 'visitor', 'move', 'hand', 'creat', 'produc', 'human', 'imag', 'time', 'unshaven']",14.0,0.7184
132,Q's voice sounds a bit drugged now as he eyes his new costume.,PICARD,1.0,102.txt,"['Qs', 'voice', 'sounds', 'bit', 'drugged', 'eyes', 'new', 'costume']","['Qs', 'voic', 'sound', 'bit', 'drug', 'eye', 'new', 'costum']","['Qs', 'voic', 'sound', 'bit', 'drug', 'eye', 'new', 'costum']",8.0,0.0
133,"(interrupting) Rapid progress to where humans learned to control their military with drugs As Worf gets a message and turns toward Picard Sir, sickbay reports that Lieutenant Graham's condition is better.",PICARD,1.0,102.txt,"['interrupting', 'Rapid', 'progress', 'humans', 'learned', 'control', 'military', 'drugs', 'As', 'Worf', 'gets', 'message', 'turns', 'toward', 'Picard', 'Sir', 'sickbay', 'reports', 'Lieutenant', 'Grahams', 'condition', 'better']","['interrupt', 'Rapid', 'progress', 'human', 'learn', 'control', 'militari', 'drug', 'As', 'Worf', 'get', 'messag', 'turn', 'toward', 'Picard', 'Sir', 'sickbay', 'report', 'Lieuten', 'Graham', 'condit', 'better']","['interrupt', 'Rapid', 'progress', 'human', 'learn', 'control', 'militari', 'drug', 'As', 'Worf', 'get', 'messag', 'turn', 'toward', 'Picard', 'Sir', 'sickbay', 'report', 'Lieuten', 'Graham', 'condit', 'better']",22.0,0.5106
134,"All have turned toward Worf, showing relief.",PICARD,1.0,102.txt,"['All', 'turned', 'toward', 'Worf', 'showing', 'relief']","['All', 'turn', 'toward', 'Worf', 'show', 'relief']","['All', 'turn', 'toward', 'Worf', 'show', 'relief']",6.0,0.4767
135,Concern for one's comrade.,PICARD,1.0,102.txt,"['Concern', 'ones', 'comrade']","['Concern', 'one', 'comrad']","['Concern', 'one', 'comrad']",3.0,0.0
136,How touching.,PICARD,1.0,102.txt,"['How', 'touching']","['How', 'touch']","['How', 'touch']",2.0,0.0
137,"(indicates And now, sir, a personal request.","WORF ""Q"")",1.0,102.txt,"['indicates', 'And', 'sir', 'personal', 'request']","['indic', 'And', 'sir', 'person', 'request']","['indic', 'And', 'sir', 'person', 'request']",5.0,0.0
138,Permission to clean up the bridge?,"WORF ""Q"")",1.0,102.txt,"['Permission', 'clean', 'bridge']","['Permiss', 'clean', 'bridg']","['Permiss', 'clean', 'bridg']",3.0,0.4019
139,"Picard shakes head, stares Worf down when he seems about to protest.","WORF ""Q"")",1.0,102.txt,"['Picard', 'shakes', 'head', 'stares', 'Worf', 'seems', 'protest']","['Picard', 'shake', 'head', 'stare', 'Worf', 'seem', 'protest']","['Picard', 'shake', 'head', 'stare', 'Worf', 'seem', 'protest']",7.0,-0.4019
140,"Meanwhile Tasha has come to her feet too: Lieutenant Worf is right, sir.","WORF ""Q"")",1.0,102.txt,"['Meanwhile', 'Tasha', 'come', 'feet', 'Lieutenant', 'Worf', 'right', 'sir']","['Meanwhil', 'Tasha', 'come', 'feet', 'Lieuten', 'Worf', 'right', 'sir']","['Meanwhil', 'Tasha', 'come', 'foot', 'Lieuten', 'Worf', 'right', 'sir']",8.0,0.0
141,As Security Chief can't just stand here and ....,"WORF ""Q"")",1.0,102.txt,"['As', 'Security', 'Chief', 'cant', 'stand']","['As', 'Secur', 'Chief', 'cant', 'stand']","['As', 'Secur', 'Chief', 'cant', 'stand']",5.0,0.0
142,"Yes, you can, Tasha.",PICARD,1.0,102.txt,"['Yes', 'Tasha']","['Ye', 'Tasha']","['Ye', 'Tasha']",2.0,0.0
143,"During this, has withdrawn a slender tube attached to his t Century uniform, makes an adjustment which lets a round pill roll into his mouth and bites down on it with a",PICARD,1.0,102.txt,"['During', 'withdrawn', 'slender', 'tube', 'attached', 'Century', 'uniform', 'makes', 'adjustment', 'lets', 'round', 'pill', 'roll', 'mouth', 'bites']","['Dure', 'withdrawn', 'slender', 'tube', 'attach', 'Centuri', 'uniform', 'make', 'adjust', 'let', 'round', 'pill', 'roll', 'mouth', 'bite']","['Dure', 'withdrawn', 'slender', 'tube', 'attach', 'Centuri', 'uniform', 'make', 'adjust', 'let', 'round', 'pill', 'roll', 'mouth', 'bite']",15.0,0.0
144,"Ah, yes...",PICARD,1.0,102.txt,"['Ah', 'yes']","['Ah', 'ye']","['Ah', 'ye']",2.0,0.0
145,better!,PICARD,1.0,102.txt,['better'],['better'],['better'],1.0,0.4404
146,"(deep breath, feeling it) Then later, on finally reaching deep space, humans of course found enemies to fight out there too.",PICARD,1.0,102.txt,"['deep', 'breath', 'feeling', 'Then', 'later', 'finally', 'reaching', 'deep', 'space', 'humans', 'course', 'found', 'enemies', 'fight']","['deep', 'breath', 'feel', 'Then', 'later', 'final', 'reach', 'deep', 'space', 'human', 'cours', 'found', 'enemi', 'fight']","['deep', 'breath', 'feel', 'Then', 'later', 'final', 'reach', 'deep', 'space', 'human', 'cours', 'found', 'enemi', 'fight']",14.0,-0.3612
147,And to broaden those struggles....,PICARD,1.0,102.txt,"['And', 'broaden', 'struggles']","['And', 'broaden', 'struggl']","['And', 'broaden', 'struggl']",3.0,0.0
148,(indicating Worf and Tasha) ....,PICARD,1.0,102.txt,"['indicating', 'Worf', 'Tasha']","['indic', 'Worf', 'Tasha']","['indic', 'Worf', 'Tasha']",3.0,0.0
149,you again found allies to permit still more murdering and all over again the same old story (2) (interrupting; angry) No!,PICARD,1.0,102.txt,"['found', 'allies', 'permit', 'still', 'murdering', 'old', 'story', '2', 'interrupting', 'angry', 'No']","['found', 'alli', 'permit', 'still', 'murder', 'old', 'stori', '2', 'interrupt', 'angri', 'No']","['found', 'alli', 'permit', 'still', 'murder', 'old', 'stori', '2', 'interrupt', 'angri', 'No']",11.0,-0.8519
150,The most dangerous 'same old story' is the one we're meeting now!,PICARD,1.0,102.txt,"['The', 'dangerous', 'old', 'story', 'one', 'meeting']","['The', 'danger', 'old', 'stori', 'one', 'meet']","['The', 'danger', 'old', 'stori', 'one', 'meet']",6.0,-0.5267
151,"Those who go on misinformation, halfinformation, selfrighteous life forms who are eager not to learn but to prosecute, to judge anything they don't understand or can't tolerate.",PICARD,1.0,102.txt,"['Those', 'go', 'misinformation', 'halfinformation', 'selfrighteous', 'life', 'forms', 'eager', 'learn', 'prosecute', 'judge', 'anything', 'dont', 'understand', 'cant', 'tolerate']","['Those', 'go', 'misinform', 'halfinform', 'selfright', 'life', 'form', 'eager', 'learn', 'prosecut', 'judg', 'anyth', 'dont', 'understand', 'cant', 'toler']","['Those', 'go', 'misinform', 'halfinform', 'selfright', 'life', 'form', 'eager', 'learn', 'prosecut', 'judg', 'anyth', 'dont', 'understand', 'cant', 'toler']",16.0,0.3612
152,What an interesting idea.,PICARD,1.0,102.txt,"['What', 'interesting', 'idea']","['What', 'interest', 'idea']","['What', 'interest', 'idea']",3.0,0.4588
153,Prosecute and judge?,PICARD,1.0,102.txt,"['Prosecute', 'judge']","['Prosecut', 'judg']","['Prosecut', 'judg']",2.0,0.0
154,as he absorbs what Picard has said.,"CAMERA CENTERS ON ""Q""",1.0,102.txt,"['absorbs', 'Picard', 'said']","['absorb', 'Picard', 'said']","['absorb', 'Picard', 'said']",3.0,0.0
155,"He takes a step or two, turns.","CAMERA CENTERS ON ""Q""",1.0,102.txt,"['He', 'takes', 'step', 'two', 'turns']","['He', 'take', 'step', 'two', 'turn']","['He', 'take', 'step', 'two', 'turn']",5.0,0.0
156,(continuing) And suppose it turns out we understand you humans only too well?,"CAMERA CENTERS ON ""Q""",1.0,102.txt,"['continuing', 'And', 'suppose', 'turns', 'understand', 'humans', 'well']","['continu', 'And', 'suppos', 'turn', 'understand', 'human', 'well']","['continu', 'And', 'suppos', 'turn', 'understand', 'human', 'well']",7.0,0.2732
157,We've no fear of what the true facts about us will reveal.,PICARD,1.0,102.txt,"['Weve', 'fear', 'true', 'facts', 'us', 'reveal']","['Weve', 'fear', 'true', 'fact', 'us', 'reveal']","['Weve', 'fear', 'true', 'fact', 'u', 'reveal']",6.0,-0.1027
158,The facts about you?,PICARD,1.0,102.txt,"['The', 'facts']","['The', 'fact']","['The', 'fact']",2.0,0.0
159,"Splendid, splendid!",PICARD,1.0,102.txt,"['Splendid', 'splendid']","['Splendid', 'splendid']","['Splendid', 'splendid']",2.0,0.8225
160,You are a veritable fountain of good ideas.,PICARD,1.0,102.txt,"['You', 'veritable', 'fountain', 'good', 'ideas']","['You', 'verit', 'fountain', 'good', 'idea']","['You', 'verit', 'fountain', 'good', 'idea']",5.0,0.4404
161,"(smiling; pleasant) There are preparations to make, Captain, but when return...",PICARD,1.0,102.txt,"['smiling', 'pleasant', 'There', 'preparations', 'make', 'Captain', 'return']","['smile', 'pleasant', 'There', 'prepar', 'make', 'Captain', 'return']","['smile', 'pleasant', 'There', 'prepar', 'make', 'Captain', 'return']",7.0,0.7003
162,gives a t Century salute to Picard.,PICARD,1.0,102.txt,"['gives', 'Century', 'salute', 'Picard']","['give', 'Centuri', 'salut', 'Picard']","['give', 'Centuri', 'salut', 'Picard']",4.0,0.0
163,(continuing) ...,PICARD,1.0,102.txt,['continuing'],['continu'],['continu'],1.0,0.0
164,we will proceed exactly as you suggest!,PICARD,1.0,102.txt,"['proceed', 'exactly', 'suggest']","['proceed', 'exactli', 'suggest']","['proceed', 'exactli', 'suggest']",3.0,0.0
165,and the alien visitor is gone It takes a moment to accept the fact is really gone then Worf turns to Picard Sir...,"A BLINDING FLASH OF LIGHT WIDE ANGLE ON BRIDGE ""Q"" CONTINUED: WORF",1.0,102.txt,"['alien', 'visitor', 'gone', 'It', 'takes', 'moment', 'accept', 'fact', 'really', 'gone', 'Worf', 'turns', 'Picard', 'Sir']","['alien', 'visitor', 'gone', 'It', 'take', 'moment', 'accept', 'fact', 'realli', 'gone', 'Worf', 'turn', 'Picard', 'Sir']","['alien', 'visitor', 'gone', 'It', 'take', 'moment', 'accept', 'fact', 'realli', 'gone', 'Worf', 'turn', 'Picard', 'Sir']",14.0,0.3818
